StreetName,buldingNr,apartmentNr,postalCode,city,district
Jana Długosza,27,7-12,91-078,Łódź, 
Michała Ossowskiego,6,37-48,91-078,Łódź, 
Michała Ossowskiego,6,25-36,91-078,Łódź, 
Michała Ossowskiego,6,13-24,91-078,Łódź, 
Michała Ossowskiego,6,1-12,91-078,Łódź, 
Michała Ossowskiego,8,29-44,91-078,Łódź, 
Michała Ossowskiego,8,17-28,91-078,Łódź, 
Michała Ossowskiego,8,1-16,91-078,Łódź, 
Zygmunta Lorentza,10,56-65,91-078,Łódź, 
Zygmunta Lorentza,10,41-55,91-078,Łódź, 
Zygmunta Lorentza,10,26-54,91-078,Łódź, 
Zygmunta Lorentza,10,11-25,91-078,Łódź, 
Zygmunta Lorentza,10,1-10,91-078,Łódź, 
Stefana Okrzei,3/7,46-55,91-078,Łódź, 
Stefana Okrzei,3/7,46-55,91-078,Łódź, 
Stefana Okrzei,3/7,46-55,91-078,Łódź, 
Stefana Okrzei,3/7,46-55,91-078,Łódź, 
Stefana Okrzei,3/7,46-55,91-078,Łódź, 
Jana Długosza,41,,90-001,Łódź, 
Mileszki,50,,92-740,Łódź, 
Wapienna,35,,91-087,Łódź, 
Aleja Marszałka Józefa Piłsudskiego,61,,90-368,Łódź, 
Żubardzka,3,,91-022,Łódź, 
Wspólna,10,,95-083,Lutomiersk, 
Tadeusza Kościuszki,40,,95-083,Lutomiersk, 
Fiodora Dostojewskiego,5B,,92-507,Łódź, 
Fiodora Dostojewskiego,5G,,92-507,Łódź, 
Fiodora Dostojewskiego,5E,,92-507,Łódź, 
Ludwika Zamenhofa,11,,90-510,Łódź, 
Pojezierska,93,,91-341,Łódź, 
Legionów,112,,90-764,Łódź, 
Marcina Kasprzaka,22,1-13,91-087,Łódź, 
Borówkowa,34,,95-070,Rąbień AB, 
Na Uboczu,12,,91-219,Łódź, 
Na Uboczu,16,,91-219,Łódź, 
Na Uboczu,18,,91-219,Łódź, 
Na Uboczu,20,,91-219,Łódź, 
Selerowa,29,,91-225,Łódź, 
Selerowa,5,,91-225,Łódź, 
Selerowa,6,,91-225,Łódź, 
Sokołowska,131,,91-171,Łódź, 
Sokołowska,147,,91-171,Łódź, 
Zaspowa,1,,93-118,Łódź, 
Chmurna,10a,,93-118,Łódź, 
Zaspowa,11,,93-118,Łódź, 
Zaspowa,13,,93-118,Łódź, 
Zaspowa,15,,93-118,Łódź, 
Zaspowa,15a,,93-118,Łódź, 
Zaspowa,17,,93-118,Łódź, 
Zaspowa,17b,,93-118,Łódź, 
Zaspowa,17c,,93-118,Łódź, 
Chmurna,2,,93-118,Łódź, 
Zaspowa,20,,92-016,Łódź, 
Chmurna,24,,93-118,Łódź, 
Chmurna,26,,93-118,Łódź, 
Zaspowa,3,,93-118,Łódź, 
Chmurna,4,,93-118,Łódź, 
Zaspowa,5,,93-118,Łódź, 
Chmurna,6,,93-118,Łódź, 
Zaspowa,7,,93-118,Łódź, 
Chmurna,8,,93-118,Łódź, 
Zaspowa,9,,93-118,Łódź, 
Strażacka,9,,93-318,, 
Augusta Cieszkowskiego,11a,,93-504,Łódź, 
Aleje Politechniki,42,,93-590,Łódź, 
Generała Walerego Wróblewskiego,67,,94-035,Łódź, 
Feliksa Perla,9,,94-209,Łódź, 
Drewnowska,58,,91-002,Łódź, 
Drewnowska,58,,91-002,Łódź, 
Drewnowska,58,,91-002,Łódź, 
Drewnowska,58,,91-002,Łódź, 
Ogrodowa,19,,91-071,Łódź, 
Ogrodowa,19A,,91-065,Łódź, 
Aleje Politechniki,37,,93-501,Łódź, 
Aleje Politechniki,37,,93-501,Łódź, 
Beskidzka,91A,,91-610,Łódź, 
Zakładowa,84,,92-402,Łódź, 
Piotrkowska,35,,90-410,Łódź, 
Tadeusza Kościuszki,23,,95-083,Lutomiersk, 
Aleja 1 Maja,14,,90-718,Łódź, 
,37,,95-060,, 
,40,,95-060,, 
,42,,95-060,, 
,42a,,95-060,, 
,44,,95-060,, 
,46,,95-060,, 
,46b,,95-060,, 
Ketlinga,21,,92-431,Łódź, 
Piotrkowska,200,,90-369,Łódź, 
Piotrkowska,204/210,,90-369,, 
Piotrkowska,104,,90-001,, 
Tadeusza Boya-Żeleńskiego,15,,91-747,Łódź, 
Piotrkowska,132,,90-062,Łódź, 
Franklina Delano Roosevelta,9,,90-056,Łódź, 
Piotrkowska,147,,90-440,Łódź, 
Piotrkowska,149,,90-440,Łódź, 
Aleja Marszałka Józefa Piłsudskiego,8,,90-051,Łódź, 
Piotrkowska,153,,90-440,Łódź, 
Piotrkowska,153,,90-440,Łódź, 
Piotrkowska,135,,90-434,Łódź, 
Osinowa,24,,91-348,Łódź, 
Rybna,7a,,91-055,Łódź, 
Kolumny,312,,93-642,Łódź, 
Józefa Elsnera,19,,92-504,Łódź, 
Aleja Stefana Wyszyńskiego,86,,94-050,Łódź, 
Stanisława Czernika,1/3,,92-538,Łódź, 
Piotra Czajkowskiego,4,,92-511,Łódź, 
Mieczysławy Ćwiklińskiej,9,,92-508,Łódź, 
Hermana Konstadta,9,,91-430,Łódź, 
Mieszczańska,15,,93-322,Łódź, 
Stanisławy Leszczyńskiej,2,,93-347,Łódź, 
Piotrkowska,272,,90-361,Łódź, 
Budowlana,11/13,,93-356,, 
Juliusza Jurczyńskiego,1/3,,92-306,Łódź, 
Henryka Sienkiewicza,42,,90-009,Łódź, 
Milionowa,74,,92-310,Łódź, 
Ziemowita,23,,92-413,Łódź, 
Stawowa,28,,91-358,Łódź, 
Zachodnia,16a,,91-058,Łódź, 
Rewolucji 1905 r.,19,,90-206,Łódź, 
Bazarowa,9,,91-053,Łódź, 
Generała Michała Tokarzewskiego,53,,91-812,Łódź, 
Lutomierska,26,,91-004,Łódź, 
Obrońców Westerplatte,20,,91-811,Łódź, 
Snycerska,1,,91-301,Łódź, 
Wojska Polskiego,2a,,95-070,Aleksandrów Łódzki, 
Plantowa,1,,91-104,Łódź, 
Plantowa,1,,91-104,Łódź, 
Plantowa,1,,91-104,Łódź, 
6 Sierpnia,29,,90-616,Łódź, 
6 Sierpnia,42,,90-637,Łódź, 
6 Sierpnia,5,,90-606,Łódź, 
Piotrkowska,97,,90-425,Łódź, 
Brzeźna,10,,90-303,Łódź, 
Ludwika Zamenhofa,5,,90-431,Łódź, 
Podrzeczna,13,,91-006,Łódź, 
Podrzeczna,15,,91-006,Łódź, 
Podrzeczna,17,,91-006,Łódź, 
Podrzeczna,19,,91-006,Łódź, 
Podrzeczna,21,,91-006,Łódź, 
Podrzeczna,10,,91-006,Łódź, 
Podrzeczna,12,,91-006,Łódź, 
Podrzeczna,14a,,91-006,Łódź, 
Podrzeczna,16,,91-006,Łódź, 
Podrzeczna,2,,91-006,Łódź, 
Podrzeczna,23,,91-006,Łódź, 
Podrzeczna,25,,91-006,Łódź, 
Podrzeczna,27,,91-006,Łódź, 
Podrzeczna,4,,91-006,Łódź, 
Podrzeczna,6,,91-006,Łódź, 
Podrzeczna,8,,91-006,Łódź, 
Drewnowska,10,,91-002,Łódź, 
Drewnowska,11,,91-002,Łódź, 
Drewnowska,13,,91-002,Łódź, 
Drewnowska,14,,91-002,Łódź, 
Drewnowska,15,,91-002,Łódź, 
Drewnowska,17,,91-002,Łódź, 
Drewnowska,2,,91-002,Łódź, 
Drewnowska,3,,91-002,Łódź, 
Drewnowska,5,,91-002,Łódź, 
Drewnowska,7,,91-002,Łódź, 
Drewnowska,9,,91-002,Łódź, 
Księdza Biskupa Wincentego Tymienieckiego,25A,,90-350,Łódź, 
Piotrkowska,102,,90-004,Łódź, 
Doktora Stefana Kopcińskiego,58,,90-032,Łódź, 
Czechosłowacka,3a,,92-216,Łódź, 
Jana Karskiego,5,,91-071,Łódź, 
Gliniana,10,,91-336,Łódź, 
Maratońska,109a,,94-007,Łódź, 
Maratońska,109,,94-007,Łódź, 
Maratońska,109A,,94-007,Łódź, 
Maratońska,109B,,94-007,Łódź, 
Limbowa,45,,92-015,Łódź, 
Wodospadowa,48,,92-018,Łódź, 
Kapitana Stefana Pogonowskiego,56/58,,90-619,Łódź, 
Jana Długosza,21/23,,91-083,Łódź, 
Polna,6,,95-083,Kazimierz, 
Plac Tadeusza Kościuszki,10,,95-083,Kazimierz, 
Plac Tadeusza Kościuszki,2,,95-083,Kazimierz, 
Żywotna,17,,93-377,Łódź, 
Fiodora Dostojewskiego,5A,,92-507,Łódź, 
Aleksandra Puszkina,8,,92-516,Łódź, 
Beli Bartoka,27,,92-546,Łódź, 
Lodowa,94,,93-232,Łódź, 
Generała Jarosława Dąbrowskiego,17/21,,93-177,Łódź, 
Generała Romualda Traugutta,3,,90-001,Łódź, 
Srebrzyńska,8,,91-074,Łódź, 
Plac Niepodległości,4,,93-029,Łódź, 
Polskiej Organizacji Wojskowej,40,,90-127,, 
Andrzeja Struga,26,,90-513,, 
Edwarda Gibalskiego,2/4,,91-849,Łódź, 
Stefana Okrzei,38,,91-009,Łódź, 
Tokarska,14,,91-450,Łódź, 
Henryka Sienkiewicza,40,,90-009,Łódź, 
Placydowska,27,,95-070,Aleksandrów Łódzki, 
Aleja Włókniarzy,217,,90-768,Łódź, 
Bednarska,24,,93-030,Łódź, 
Romanowska,55I,,91-174,Łódź, 
Generała Walerego Wróblewskiego,18,,93-578,Łódź, 
Milionowa,55,,93-113,Łódź, 
Andrzeja Sacharowa,63,,92-518,Łódź, 
Zakładowa,147b,,92-402,Łódź, 
Zakładowa,101,,92-402,Łódź, 
Zakładowa,103,,92-402,Łódź, 
Zakładowa,105,,92-402,Łódź, 
Zakładowa,99,,92-402,Łódź, 
Zakładowa,107,,92-402,Łódź, 
Maratońska,93,,94-052,Łódź, 
Maratońska,67/69,,94-102,Łódź, 
Agrestowa,1,,95-020,Zielona Góra, 
Główna,1,,95-020,Zielona Góra, 
Juliusza Słowackiego,1a,,95-040,Gałków Mały, 
Juliusza Słowackiego,1,,95-040,Gałków Mały, 
Kołodziejska,1,,95-020,Zielona Góra, 
Krzywa,1,,95-040,Gałków Mały, 
Liliowa,2,,95-020,Zielona Góra, 
Okrężna,1,,95-020,Zielona Góra, 
Wiśniowa,2A,,95-020,Zielona Góra, 
Wojska Polskiego,1,,95-040,Gałków Mały, 
Agrestowa,10/12,,95-020,Zielona Góra, 
Juliusza Słowackiego,10,,95-040,Gałków Mały, 
Kajakowa,10,,95-020,Zielona Góra, 
Kołodziejska,10,,95-020,Zielona Góra, 
Krzywa,10,,95-040,Gałków Mały, 
Leśna,10,,95-040,Gałków Mały, 
Malinowa,12,,95-020,Zielona Góra, 
Porzeczkowa,10,,95-020,Zielona Góra, 
Truskawkowa,10,,95-020,Zielona Góra, 
Wesoła,10,,95-020,Zielona Góra, 
Wiśniowa,10,,95-020,Zielona Góra, 
Wojska Polskiego,10,,95-040,Gałków Mały, 
Główna,104,,95-020,Zielona Góra, 
Główna,102,,95-020,Zielona Góra, 
Główna,100,,95-020,Zielona Góra, 
Agrestowa,15,,95-020,Zielona Góra, 
Juliusza Słowackiego,11,,95-040,Gałków Mały, 
Kajakowa,7-9,,95-020,Zielona Góra, 
Leśna,11,,95-040,Gałków Mały, 
Malinowa,11,,95-020,Zielona Góra, 
Okrężna,11,,95-020,Zielona Góra, 
Porzeczkowa,11,,95-020,Zielona Góra, 
Poziomkowa,11,,95-020,Zielona Góra, 
Truskawkowa,11,,95-020,Zielona Góra, 
Wesoła,11,,95-020,Zielona Góra, 
Wiśniowa,11,,95-020,Zielona Góra, 
Główna,112,,95-020,Zielona Góra, 
Główna,112A,,95-040,Gałków Duży, 
Główna,114,,95-040,Gałków Duży, 
Główna,116,,95-040,Gałków Duży, 
Główna,118,,95-040,Gałków Duży, 
Juliusza Słowackiego,12,,95-040,Gałków Mały, 
Kajakowa,12,,95-020,Zielona Góra, 
Kołodziejska,12,,95-020,Zielona Góra, 
Leśna,12,,95-040,Gałków Mały, 
Malinowa,14,,95-020,Zielona Góra, 
Porzeczkowa,12,,95-020,Zielona Góra, 
Truskawkowa,12,,95-020,Zielona Góra, 
Wesoła,12,,95-020,Zielona Góra, 
Wiśniowa,12,,95-020,Zielona Góra, 
Wiśniowa,15,,95-020,Zielona Góra, 
Leśna,10,,95-020,Zielona Góra, 
Agrestowa,13,,95-020,Zielona Góra, 
Główna,13,,95-020,Zielona Góra, 
Malinowa,13,,95-020,Zielona Góra, 
Okrężna,13,,95-020,Zielona Góra, 
Porzeczkowa,13,,95-020,Zielona Góra, 
Truskawkowa,13,,95-020,Zielona Góra, 
Wesoła,13,,95-020,Zielona Góra, 
Wojska Polskiego,13,,95-040,Gałków Mały, 
Kołodziejska,14,,95-020,Zielona Góra, 
Leśna,14,,95-040,Gałków Mały, 
Malinowa,16,,95-020,Zielona Góra, 
Porzeczkowa,14,,95-020,Zielona Góra, 
Truskawkowa,14,,95-020,Zielona Góra, 
Wesoła,14,,95-020,Zielona Góra, 
Wiśniowa,14,,95-020,Zielona Góra, 
Leśna,14,,95-020,Zielona Góra, 
Leśna,15a,,95-040,Gałków Mały, 
Malinowa,15,,95-020,Zielona Góra, 
Okrężna,15,,95-020,Zielona Góra, 
Porzeczkowa,15,,95-020,Zielona Góra, 
Truskawkowa,15,,95-020,Zielona Góra, 
Wesoła,15,,95-020,Zielona Góra, 
Wojska Polskiego,15,,95-040,Gałków Mały, 
Agrestowa,16,,95-020,Zielona Góra, 
Kołodziejska,16,,95-020,Zielona Góra, 
Leśna,15,,95-040,Gałków Mały, 
Malinowa,18,,95-020,Zielona Góra, 
Porzeczkowa,16,,95-020,Zielona Góra, 
Wesoła,16,,95-020,Zielona Góra, 
Wiesława,14,,95-020,Zielona Góra, 
Główna,163,,95-040,Gałków Duży, 
Główna,165,,95-040,Gałków Duży, 
Główna,167,,95-040,Gałków Duży, 
Główna,169,,95-040,Gałków Duży, 
Agrestowa,17,,95-020,Zielona Góra, 
Leśna,17,,95-040,Gałków Mały, 
Malinowa,17,,95-020,Zielona Góra, 
Okrężna,17,,95-020,Zielona Góra, 
Truskawkowa,17,,95-020,Zielona Góra, 
Okrężna,34,,95-020,Zielona Góra, 
Wesoła,17,,95-020,Zielona Góra, 
Wojska Polskiego,17,,95-040,Gałków Mały, 
,17,,95-040,, 
Główna,175,,95-040,Gałków Duży, 
Główna,177,,95-040,Gałków Duży, 
Główna,179,,95-040,Gałków Duży, 
,17A,,95-040,, 
Krzywa,18,,95-040,Gałków Mały, 
Porzeczkowa,18,,95-020,Zielona Góra, 
Wesoła,18,,95-020,Zielona Góra, 
Główna,181,,95-040,Gałków Duży, 
Główna,183,,95-040,Gałków Duży, 
Agrestowa,19,,95-020,Zielona Góra, 
Główna,19,,95-020,Zielona Góra, 
Krawiecka,19,,95-040,Gałków Mały, 
Leśna,19,,95-040,Gałków Mały, 
Malinowa,19,,95-020,Zielona Góra, 
Wiesława,19,,95-020,Zielona Góra, 
Okrężna,19,,95-020,Zielona Góra, 
Wesoła,19,,95-020,Zielona Góra, 
Wojska Polskiego,19,,95-040,Gałków Mały, 
Krawiecka,19A,,95-040,Gałków Mały, 
Leśna,19A,,95-040,Gałków Mały, 
Krzywa,1A,,95-040,Gałków Mały, 
Agrestowa,2,,95-020,Zielona Góra, 
Armii Krajowej,2,,95-040,Gałków Duży, 
Juliusza Słowackiego,2,,95-040,Gałków Mały, 
Kajakowa,2,,95-020,Zielona Góra, 
Krzywa,2,,95-040,Gałków Mały, 
Malinowa,2,,95-020,Zielona Góra, 
Okrężna,2,,95-020,Zielona Góra, 
Piękna,2,,95-040,Gałków Mały, 
Porzeczkowa,2,,95-020,Zielona Góra, 
Truskawkowa,2,,95-020,Zielona Góra, 
Wesoła,2,,95-020,Zielona Góra, 
Wiśniowa,2,,95-020,Zielona Góra, 
Wojska Polskiego,2,,95-040,Gałków Mały, 
Krawiecka,20,,95-040,Gałków Mały, 
Leśna,20,,95-040,Gałków Mały, 
Główna,21,,95-020,Zielona Góra, 
Krawiecka,21,,95-040,Gałków Mały, 
Okrężna,21,,95-020,Zielona Góra, 
Wojska Polskiego,21,,95-040,Gałków Mały, 
Leśna,21A,,95-040,Gałków Mały, 
Okrężna,22,,95-020,Zielona Góra, 
Krawiecka,22,,95-040,Gałków Mały, 
Krawiecka,23,,95-040,Gałków Mały, 
Okrężna,23,,95-020,Zielona Góra, 
Wojska Polskiego,23,,95-040,Gałków Mały, 
Główna,24,,95-020,Zielona Góra, 
Leśna,24,,95-040,Gałków Mały, 
Okrężna,24,,95-020,Zielona Góra, 
Główna,25,,95-020,Zielona Góra, 
Wojska Polskiego,25/27,,95-040,Gałków Mały, 
Okrężna,26,,95-020,Zielona Góra, 
Główna,29,,95-020,Zielona Góra, 
Okrężna,27,,95-020,Zielona Góra, 
Wojska Polskiego,27,,95-040,Gałków Mały, 
Główna,28,,95-020,Zielona Góra, 
Okrężna,28,,95-020,Zielona Góra, 
Okrężna,29,,95-020,Zielona Góra, 
Wojska Polskiego,29,,95-040,Gałków Mały, 
Agrestowa,3,,95-020,Zielona Góra, 
Juliusza Słowackiego,3,,95-040,Gałków Mały, 
Kajakowa,3,,95-020,Zielona Góra, 
Kołodziejska,3,,95-020,Zielona Góra, 
Liliowa,3,,95-020,Zielona Góra, 
Malinowa,3,,95-020,Zielona Góra, 
Okrężna,3,,95-020,Zielona Góra, 
Porzeczkowa,3,,95-020,Zielona Góra, 
Truskawkowa,3,,95-020,Zielona Góra, 
Wesoła,3,,95-020,Zielona Góra, 
Wiśniowa,3,,95-020,Zielona Góra, 
Główna,30,,95-020,Zielona Góra, 
Okrężna,30,,95-020,Zielona Góra, 
Okrężna,31,,95-040,Zielona Góra, 
Główna,32,,95-020,Zielona Góra, 
Ogrodowa,32,,95-040,Gałków Mały, 
Główna,33,,95-020,Zielona Góra, 
Okrężna,33,,95-020,Zielona Góra, 
Wojska Polskiego,33,,95-040,Gałków Mały, 
Główna,33A,,95-020,Zielona Góra, 
Ogrodowa,34,,95-040,Gałków Mały, 
Główna,35,,95-020,Zielona Góra, 
Ogrodowa,35,,95-040,Gałków Mały, 
Okrężna,35,,95-020,Zielona Góra, 
Wojska Polskiego,35,,95-040,Gałków Mały, 
Główna,36,,95-020,Zielona Góra, 
Okrężna,36,,95-020,Zielona Góra, 
Okrężna,37,,95-020,Zielona Góra, 
Wojska Polskiego,37,,95-040,Gałków Mały, 
Główna,38,,95-020,Zielona Góra, 
Okrężna,39,,95-020,Zielona Góra, 
Wojska Polskiego,39,,95-040,Gałków Mały, 
Główna,4,,95-020,Zielona Góra, 
Kajakowa,4,,95-020,Zielona Góra, 
Krzywa,4,,95-040,Gałków Mały, 
Malinowa,4,,95-020,Zielona Góra, 
Malownicza,4,,95-020,Zielona Góra, 
Okrężna,4,,95-020,Zielona Góra, 
Porzeczkowa,4,,95-020,Zielona Góra, 
Truskawkowa,4,,95-020,Zielona Góra, 
Wesoła,4,,95-020,Zielona Góra, 
Wojska Polskiego,4,,95-040,Gałków Mały, 
Główna,40,,95-020,Zielona Góra, 
Krawiecka,40,,95-040,Gałków Mały, 
Bukowa,2,,95-020,Zielona Góra, 
Wojska Polskiego,41,,95-040,Gałków Mały, 
Bukowa,3,,95-020,Zielona Góra, 
Główna,42,,95-020,Zielona Góra, 
Bukowa,4,,95-020,Zielona Góra, 
Okrężna,43,,95-020,Zielona Góra, 
Wojska Polskiego,43,,95-040,Gałków Mały, 
Główna,45,,95-020,Zielona Góra, 
Okrężna,43A,,95-020,Zielona Góra, 
Wojska Polskiego,45,,95-040,Gałków Mały, 
Główna,46,,95-020,Zielona Góra, 
Główna,47,,95-020,Zielona Góra, 
Kolejowa,47,,95-040,Gałków Mały, 
Okrężna,47A,,95-040,Zielona Góra, 
Okrężna,47,,95-020,Zielona Góra, 
Długa,48,,95-040,Borowa, 
Okrężna,48,,95-020,Zielona Góra, 
Okrężna,49,,95-020,Zielona Góra, 
Agrestowa,5,,95-020,Zielona Góra, 
Juliusza Słowackiego,5,,95-040,Gałków Mały, 
Kajakowa,5,,95-020,Zielona Góra, 
Kołodziejska,5,,95-020,Zielona Góra, 
Krzywa,5,,95-040,Gałków Mały, 
Malinowa,5,,95-020,Zielona Góra, 
Okrężna,5,,95-020,Zielona Góra, 
Piękna,5,,95-040,Gałków Mały, 
Truskawkowa,5,,95-020,Zielona Góra, 
Wesoła,5,,95-020,Zielona Góra, 
Porzeczkowa,5/7,,95-020,Zielona Góra, 
Wiśniowa,5/7,,95-020,Zielona Góra, 
Długa,50,,95-040,Borowa, 
Okrężna,50,,95-020,Zielona Góra, 
Okrężna,51A,,95-040,Zielona Góra, 
Długa,52,,95-040,Borowa, 
Główna,52,,95-020,Zielona Góra, 
Długa,53,,95-040,Borowa, 
Długa,54,,95-040,Borowa, 
Główna,54,,95-020,Zielona Góra, 
Okrężna,54,,95-020,Zielona Góra, 
Długa,55,,95-040,Borowa, 
Główna,55,,95-020,Zielona Góra, 
Główna,56,,95-020,Zielona Góra, 
Główna,57,,95-020,Zielona Góra, 
Główna,58,,95-020,Zielona Góra, 
Długa,57,,95-040,Borowa, 
Długa,59,,95-040,Borowa, 
Agrestowa,4,,95-020,Zielona Góra, 
Główna,6,,95-020,Zielona Góra, 
Juliusza Słowackiego,6,,95-040,Gałków Mały, 
Kajakowa,6,,95-020,Zielona Góra, 
Kołodziejska,6,,95-020,Zielona Góra, 
Malinowa,8,,95-020,Zielona Góra, 
Piękna,6,,95-040,Gałków Mały, 
Porzeczkowa,6,,95-020,Zielona Góra, 
Truskawkowa,6,,95-020,Zielona Góra, 
Wesoła,6,,95-020,Zielona Góra, 
Wiśniowa,6,,95-020,Zielona Góra, 
Wojska Polskiego,6,,95-040,Gałków Mały, 
Leśna,4,,95-020,Zielona Góra, 
Główna,60,,95-020,Zielona Góra, 
Długa,61,,95-040,Borowa, 
Główna,62,,95-020,Zielona Góra, 
Główna,63,,95-020,Zielona Góra, 
Główna,64,,95-020,Zielona Góra, 
Główna,66,,95-020,Zielona Góra, 
Główna,69,,95-020,Zielona Góra, 
Agrestowa,7,,95-020,Zielona Góra, 
Juliusza Słowackiego,7,,95-040,Gałków Mały, 
Okrężna,20,,95-020,Zielona Góra, 
Kołodziejska,7,,95-020,Zielona Góra, 
Liliowa,7,,95-020,Zielona Góra, 
Malinowa,7,,95-020,Zielona Góra, 
Okrężna,7,,95-020,Zielona Góra, 
Poziomkowa,7,,95-020,Zielona Góra, 
Truskawkowa,7,,95-020,Zielona Góra, 
Wesoła,7,,95-020,Zielona Góra, 
Główna,72,,95-020,Zielona Góra, 
Główna,73,,95-020,Zielona Góra, 
Główna,73A,,95-020,Zielona Góra, 
Główna,74,,95-020,Zielona Góra, 
Główna,76,,95-020,Zielona Góra, 
Główna,77,,95-020,Zielona Góra, 
Główna,78,,95-020,Zielona Góra, 
Główna,79,,95-020,Zielona Góra, 
Agrestowa,6/8,,95-020,Zielona Góra, 
Juliusza Słowackiego,8,,95-040,Gałków Mały, 
Kajakowa,8,,95-020,Zielona Góra, 
Kołodziejska,8,,95-020,Zielona Góra, 
Leśna,8,,95-040,Gałków Mały, 
Malinowa,10,,95-020,Zielona Góra, 
Porzeczkowa,7,,95-020,Zielona Góra, 
Truskawkowa,8,,95-020,Zielona Góra, 
Wesoła,8,,95-020,Zielona Góra, 
Wiśniowa,8,,95-020,Zielona Góra, 
Wojska Polskiego,8,,95-040,Gałków Mały, 
Leśna,3,,95-020,Zielona Góra, 
Leśna,8,,95-020,Zielona Góra, 
Główna,80,,95-020,Zielona Góra, 
Łódzka,80,,95-040,Gałków Mały, 
Główna,81,,95-020,Zielona Góra, 
Główna,82,,95-020,Zielona Góra, 
Łódzka,82,,95-040,Gałków Mały, 
Główna,83,,95-020,Zielona Góra, 
Główna,84,,95-020,Zielona Góra, 
Łódzka,84,,95-040,Gałków Mały, 
Łódzka,84A,,95-040,Gałków Mały, 
Łódzka,86,,95-040,Gałków Mały, 
Wiesława,15,,95-020,Zielona Góra, 
Główna,85A,,95-020,Zielona Góra, 
