StreetName,buldingNr,apartmentNr,postalCode,city,district
,96,,61-245,Poznań, 
Wagi,16,,61-244,Poznań, 
Ryszarda Kaczorowskiego,24,,61-695,Poznań, 
Osiedle Polan,14,,61-253,Poznań, 
Osiedle Polan,15,,61-253,Poznań, 
Osiedle Polan,16,,61-253,Poznań, 
Osiedle Polan,17,,61-253,Poznań, 
Osiedle Polan,18,,61-253,Poznań, 
Osiedle Polan,23,,61-253,Poznań, 
Osiedle Polan,26,,61-253,Poznań, 
Osiedle Polan,24,,61-253,Poznań, 
Osiedle Polan,27,,61-253,Poznań, 
Osiedle Polan,31,,61-253,Poznań, 
Osiedle Polan,12,,61-253,Poznań, 
Osiedle Polan,13,,61-253,Poznań, 
Osiedle Polan,8,,61-253,Poznań, 
Osiedle Polan,6,,61-253,Poznań, 
Osiedle Polan,5,,61-253,Poznań, 
Osiedle Polan,1,,61-253,Poznań, 
Osiedle Polan,32,,61-253,Poznań, 
Osiedle Polan,34,,61-253,Poznań, 
Osiedle Polan,11,,61-253,Poznań, 
Osiedle Polan,9,,61-253,Poznań, 
Jana III Sobieskiego,16,,62-030,Luboń, 
Bukowska,348/350,,60-189,Poznań, 
Rumcajsa,2a,,60-195,Poznań, 
,40,,60-687,Poznań, 
,2,,61-293,Poznań, 
,13,,61-293,Poznań, 
Osiedle Polan,47,,61-253,Poznań, 
Osiedle Polan,48,,61-253,Poznań, 
Osiedle Polan,49,,61-253,Poznań, 
Osiedle Polan,50,,61-253,Poznań, 
Osiedle Polan,51,,61-253,Poznań, 
Osiedle Polan,53,,61-253,Poznań, 
Osiedle Stare Żegrze,161,,61-249,Poznań, 
Osiedle Stare Żegrze,166,,61-249,Poznań, 
Osiedle Stare Żegrze,167,,61-249,Poznań, 
Osiedle Stare Żegrze,170,,61-249,Poznań, 
Osiedle Polan,35,,61-253,Poznań, 
Osiedle Polan,40,,61-253,Poznań, 
Osiedle Polan,41,,61-253,Poznań, 
Osiedle Polan,43,,61-253,Poznań, 
Osiedle Polan,44,,61-253,Poznań, 
Osiedle Polan,46,,61-253,Poznań, 
Osiedle Stare Żegrze,43,,61-249,Poznań, 
Osiedle Stare Żegrze,48,,61-249,Poznań, 
Osiedle Stare Żegrze,42,,61-249,Poznań, 
Osiedle Stare Żegrze,40,,61-249,Poznań, 
,102,,61-616,Poznań, 
Naramowicka,176,,61-601,Poznań, 
,104,,61-642,Poznań, 
Błażeja,6a/1,,61-688,Poznań, 
Murawa,104,,61-642,Poznań, 
Święty Marcin,19,,61-804,Poznań, 
Święty Marcin,28,,61-805,Poznań, 
Franciszka Ratajczaka,36,,61-816,Poznań, 
Święty Marcin,38,,61-807,Poznań, 
Święty Marcin,28,,61-805,Poznań, 
Święty Marcin,30,,61-805,Poznań, 
Święty Marcin,34,,61-805,Poznań, 
Aleje Karola Marcinkowskiego,14,,61-827,Poznań, 
Aleje Karola Marcinkowskiego,11,,61-827,Poznań, 
Aleje Karola Marcinkowskiego,22,,61-827,Poznań, 
Plac Wolności,10,,61-738,Poznań, 
Plac Wolności,10,,61-738,Poznań, 
Plac Wolności,10,,61-738,Poznań, 
Plac Wolności,8,,61-738,Poznań, 
Plac Wolności,5,,61-738,Poznań, 
Plac Wolności,5,,61-738,Poznań, 
3 Maja,48,,61-728,Poznań, 
Plac Wolności,3,,60-914,Poznań, 
Plac Wolności,2,,61-738,Poznań, 
Plac Wolności,1,,61-738,Poznań, 
Plac Wolności,1,,61-738,Poznań, 
Święty Marcin,71,,61-808,Poznań, 
Święty Marcin,67,,61-806,Poznań, 
Święty Marcin,66/72,,61-807,Poznań, 
Święty Marcin,72,,61-807,Poznań, 
Święty Marcin,71,,61-808,Poznań, 
Święty Marcin,39,,61-806,Poznań, 
Święty Marcin,40,,61-807,Poznań, 
Franciszka Ratajczaka,18,,61-815,Poznań, 
Jana Henryka Dąbrowskiego,41,,60-842,Poznań, 
Gwarna,10,,61-703,Poznań, 
Kazimierza Kantaka,1,,61-812,Poznań, 
Seweryna Mielżyńskiego,21,,61-725,Poznań, 
Plac Cyryla Ratajskiego,4b,,61-726,Poznań, 
Plac Cyryla Ratajskiego,1,,61-726,Poznań, 
Adama Mickiewicza,22,,60-836,Poznań, 
Tadeusza Kościuszki,80A,,61-715,Poznań, 
Święty Marcin,80/82,,61-809,Poznań, 
Gwarna,8,,61-703,Poznań, 
Gwarna,7,,61-702,Poznań, 
Gwarna,10,,61-703,Poznań, 
Aleksandra Fredry,1,,61-701,Poznań, 
Aleksandra Fredry,1,,61-701,Poznań, 
Aleksandra Fredry,2,,61-701,Poznań, 
Franciszka Ratajczaka,37,,61-816,Poznań, 
Franciszka Ratajczaka,31,,61-816,Poznań, 
Franciszka Ratajczaka,39,,61-816,Poznań, 
,141B,,61-689,Poznań, 
Leszka,44,,61-062,Poznań, 
Święty Marcin,69,,61-808,Poznań, 
Karola Libelta,37,,61-707,Poznań, 
Małe Garbary,9,,61-756,Poznań, 
Wiankowa,3,,61-131,Poznań, 
Rynek Jeżycki,1,,60-870,Poznań, 
Augustyna Szamarzewskiego,101,,60-568,Poznań, 
Marii Rodziewiczówny,27/29,,60-545,Poznań, 
Dominikańska,7/2,,61-762,Poznań, 
Aleksandra Fredry,10,,61-701,Poznań, 
Wojciecha Bogusławskiego,8,,62-002,Suchy Las, 
Stanisława Wyspiańskiego,26A,,60-751,Poznań, 
Stanisława Wyspiańskiego,26,,60-751,Poznań, 
Głogowska,432,,60-004,Poznań, 
Plac Handlowy,1,,62-020,Swarzędz, 
Szkolna,20,,62-002,Suchy Las, 
Półwiejska,33,,61-886,Poznań, 
,N1,,60-682,Poznań, 
Murawa,39,,61-655,Poznań, 
Zwierzyniecka,7,,60-813,Poznań, 
Serbska,7,,61-696,Poznań, 
Aleksandra Fredry,12,,61-701,Poznań, 
Nowy Rynek,6,,62-002,Suchy Las, 
,116,,60-681,Poznań, 
Rynkowa,116,,62-081,Przeźmierowo, 
Naramowicka,176,,61-611,Poznań, 
Henryka Opieńskiego,1,,60-685,Poznań, 
Małe Garbary,9,,61-756,Poznań, 
Poznańska,113,,62-006,Kobylnica, 
Mogileńska,10F,,61-052,Poznań, 
Mogileńska,10D,,61-052,Poznań, 
Mogileńska,10E,,61-052,Poznań, 
Mogileńska,10C,,61-052,Poznań, 
Mogileńska,10A,,61-052,Poznań, 
Mogileńska,10B,,61-052,Poznań, 
Ogrodowa,3a,,62-080,Lusowo, 
Ignacego Paderewskiego,7,,61-770,Poznań, 
Kazimierza Pułaskiego,20,,60-607,Poznań, 
Osiedle Stare Żegrze,2,,61-249,Poznań, 
Osiedle Stare Żegrze,13,,61-249,Poznań, 
Osiedle Stare Żegrze,6,,61-249,Poznań, 
Osiedle Stare Żegrze,10,,61-249,Poznań, 
Osiedle Stare Żegrze,5,,61-249,Poznań, 
Osiedle Stare Żegrze,9,,61-249,Poznań, 
Osiedle Stare Żegrze,100,,61-249,Poznań, 
Osiedle Stare Żegrze,95f,,61-249,Poznań, 
Osiedle Stare Żegrze,95d,,61-249,Poznań, 
Osiedle Stare Żegrze,96d,,61-249,Poznań, 
Osiedle Stare Żegrze,96b,,61-249,Poznań, 
Osiedle Stare Żegrze,99,,61-249,Poznań, 
Osiedle Stare Żegrze,95c,,61-249,Poznań, 
Osiedle Stare Żegrze,96c,,61-249,Poznań, 
Osiedle Stare Żegrze,95h,,61-249,Poznań, 
Osiedle Stare Żegrze,96a,,61-249,Poznań, 
Osiedle Stare Żegrze,98,,61-249,Poznań, 
Osiedle Stare Żegrze,95b,,61-249,Poznań, 
Osiedle Stare Żegrze,95i,,61-249,Poznań, 
Osiedle Stare Żegrze,95a,,61-249,Poznań, 
Osiedle Stare Żegrze,101,,61-249,Poznań, 
Osiedle Stare Żegrze,95g,,61-249,Poznań, 
Osiedle Stare Żegrze,95e,,61-249,Poznań, 
,122,,61-299,Poznań, 
,129,,61-299,Poznań, 
Złotowska,11B,,60-190,Poznań, 
Nowy Rynek,6,,62-002,Suchy Las, 
Osiedle Stare Żegrze,180,,61-249,Poznań, 
Osiedle Stare Żegrze,171,,61-249,Poznań, 
,61,,61-288,Poznań, 
Osiedle Stare Żegrze,176,,61-249,Poznań, 
Osiedle Stare Żegrze,185,,61-249,Poznań, 
Osiedle Stare Żegrze,174,,61-249,Poznań, 
Osiedle Stare Żegrze,179,,61-249,Poznań, 
,72,,61-289,Poznań, 
Ptasia,10,,60-319,Poznań, 
Różana,1/3,,61-577,Poznań, 
Śniadeckich,1,,60-773,Poznań, 
Lwa,1,,61-244,Poznań, 
Bliźniąt,9,,61-244,Poznań, 
Bliźniąt,3,,61-244,Poznań, 
Lwa,9,,61-244,Poznań, 
Wiankowa,3,,61-131,Poznań, 
Jesionowa,14,,61-432,Poznań, 
Naramowicka,176,,61-611,Poznań, 
Rybaki,10,,61-883,Poznań, 
Grunwaldzka,38A,,60-786,Poznań, 
Serbska,9,,61-696,Poznań, 
Tadeusza Kościuszki,38,,62-030,Luboń, 
Łużycka,40A,,61-614,Poznań, 
Głogowska,432,,60-004,Poznań, 
Józefa Poniatowskiego,24,,62-030,Luboń, 
Bliźniąt,9,,61-244,Poznań, 
28 Czerwca 1956 roku,349,,61-437,Poznań, 
Serbska,7,,61-696,Poznań, 
Maltańska,1,,61-131,Poznań, 
Szczepankowo,72D,,61-310,Poznań, 
Bukowska,100,,60-577,Poznań, 
Szpitalna,2,,60-584,Poznań, 
Augustyna Szamarzewskiego,82/84,,60-569,Poznań, 
Marcelińska,54,,60-348,Poznań, 
Różana,1/3,,61-577,Poznań, 
Wrocławska,15,,61-838,Poznań, 
Ignacego Paderewskiego,11,,61-740,Poznań, 
Sieroca,2,,61-001,Poznań, 
Góra Przemysła,5/6,,61-001,Poznań, 
Szewska,18a,,61-760,Poznań, 
Półwiejska,18,,61-888,Poznań, 
Ogrodowa,9a,,61-821,Poznań, 
Półwiejska,26,,61-888,Poznań, 
Święty Marcin,80/82,,61-809,Poznań, 
Plac Wielkopolski,1,,61-746,Poznań, 
Działowa,10,,61-764,Poznań, 
Aleje Karola Marcinkowskiego,1a,,61-746,Poznań, 
Plac Wielkopolski,1a,,61-746,Poznań, 
Plac Wielkopolski,2,,61-746,Poznań, 
Święty Wojciech,2,,61-749,Poznań, 
Plac Wielkopolski,2a,,61-746,Poznań, 
Święty Wojciech,2a,,61-749,Poznań, 
Plac Wielkopolski,3,,61-746,Poznań, 
Plac Wielkopolski,3a,,61-746,Poznań, 
Plac Wielkopolski,4,,61-746,Poznań, 
Działowa,6,,61-764,Poznań, 
Działowa,8,,61-764,Poznań, 
23 Lutego,33,,61-743,Poznań, 
Święty Marcin,66-72,,61-807,Poznań, 
Niezłomnych,2,,61-894,Poznań, 
Powstańców Wielkopolskich,10,,61-001,Poznań, 
Powstańców Wielkopolskich,12,,61-001,Poznań, 
Powstańców Wielkopolskich,14,,61-001,Poznań, 
Powstańców Wielkopolskich,2,,61-001,Poznań, 
Powstańców Wielkopolskich,4,,61-001,Poznań, 
Powstańców Wielkopolskich,6,,61-001,Poznań, 
Powstańców Wielkopolskich,8,,61-001,Poznań, 
Franciszka Ratajczaka,13,,61-001,Poznań, 
Franciszka Ratajczaka,15,,61-001,Poznań, 
Stanisława Taczaka,3,,61-818,Poznań, 
Stanisława Taczaka,4,,61-818,Poznań, 
Święty Marcin,11,,61-803,Poznań, 
Podgórna,12,,61-001,Poznań, 
Podgórna,2,,61-001,Poznań, 
Podgórna,4,,61-001,Poznań, 
Święty Marcin,8,,61-803,Poznań, 
Święty Marcin,9,,61-803,Poznań, 
Podgórna,1,,61-001,Poznań, 
Aleje Karola Marcinkowskiego,12,,61-827,Poznań, 
Wrocławska,12,,61-838,Poznań, 
Wrocławska,20,,61-838,Poznań, 
Nowe Zagórze,1,,61-111,Poznań, 
Zagórze,10,,61-111,Poznań, 
Nowe Zagórze,11,,61-111,Poznań, 
Nowe Zagórze,3,,61-111,Poznań, 
Nowe Zagórze,5,,61-111,Poznań, 
Nowe Zagórze,7,,61-111,Poznań, 
Nowe Zagórze,9,,61-111,Poznań, 
Przemysłowa,64,,61-540,Poznań, 
Święty Wojciech,2/9,,61-749,Poznań, 
Rybaki,6A,,61-883,Poznań, 
Kwiatowa,2,,61-881,Poznań, 
Strzelecka,13,,61-845,Poznań, 
Rybaki,36,,61-884,Poznań, 
Wiejska,66,,62-070,, 
,16,,62-028,Koziegłowy, 
Szczepankowo,94,,61-306,Poznań, 
,6E,,62-028,Koziegłowy, 
,16A,,62-028,Koziegłowy, 
,6E,,62-028,Koziegłowy, 
Piaskowa,19,,62-028,Koziegłowy, 
,110,,60-681,Poznań, 
Plac Kolegiacki,2a,,61-841,Poznań, 
Woźna,9,,61-777,Poznań, 
Gronowa,18,,61-655,Poznań, 
Gronowa,22,,61-655,Poznań, 
Krzyżowa,4,,61-545,Poznań, 
Maltańska,1,,61-131,Poznań, 
Maltańska,1,,61-131,Poznań, 
,35,,61-215,Poznań, 
Osiedle Jagiellońskie,121D,,61-222,Poznań, 
,59,,61-220,Poznań, 
Starołęcka,42,,61-360,Poznań, 
Piotrowo,3a,,61-138,Poznań, 
Aleje Solidarności,47,,61-696,Poznań, 
Kaspra Drużbickiego,2,,61-693,Poznań, 
Aleje Solidarności,47,,61-696,Poznań, 
Kaspra Drużbickiego,2,,61-693,Poznań, 
Wysoka,12,,61-850,Poznań, 
Unii Lubelskiej,1,,61-249,Poznań, 
Mołdawska,30a,,61-614,Poznań, 
,12c,,60-684,Poznań, 
Plac Wiktora Degi,10,,61-606,Poznań, 
Umultowska,100a,,61-614,Poznań, 
Pszenna,8b,,61-663,Poznań, 
Falista,4a/7N,,61-249,Poznań, 
Lwa,10,,61-244,Poznań, 
Lwa,8,,61-244,Poznań, 
Romka Strzałkowskiego,5/7,,60-854,Poznań, 
,43,,61-245,Poznań, 
,44,,61-245,Poznań, 
,46,,61-245,Poznań, 
,47,,61-245,Poznań, 
,48,,61-245,Poznań, 
,49,,61-245,Poznań, 
,51,,61-245,Poznań, 
,52,,61-245,Poznań, 
,54,,61-245,Poznań, 
,100,,61-290,Poznań, 
,101,,61-290,Poznań, 
,102,,61-290,Poznań, 
,103,,61-290,Poznań, 
,104,,61-290,Poznań, 
,105,,61-290,Poznań, 
,106,,61-290,Poznań, 
,107,,61-290,Poznań, 
,108,,61-290,Poznań, 
,15,,61-245,Poznań, 
,16,,61-245,Poznań, 
,17,,61-245,Poznań, 
,18,,61-245,Poznań, 
,19,,61-245,Poznań, 
,20,,61-245,Poznań, 
,21,,61-245,Poznań, 
,22,,61-245,Poznań, 
,23,,61-245,Poznań, 
,24,,61-245,Poznań, 
,25,,61-245,Poznań, 
,26,,61-245,Poznań, 
,27,,61-245,Poznań, 
,28,,61-245,Poznań, 
,29,,61-245,Poznań, 
,30,,61-245,Poznań, 
,31,,61-245,Poznań, 
,32,,61-245,Poznań, 
,33,,61-245,Poznań, 
,34,,61-245,Poznań, 
,35,,61-245,Poznań, 
,36,,61-245,Poznań, 
,37,,61-245,Poznań, 
,38,,61-245,Poznań, 
,39,,61-245,Poznań, 
,40,,61-245,Poznań, 
,41,,61-245,Poznań, 
,42,,61-245,Poznań, 
,89,,61-289,Poznań, 
,90,,61-290,Poznań, 
,91,,61-290,Poznań, 
,92,,61-290,Poznań, 
,93,,61-290,Poznań, 
,94,,61-290,Poznań, 
,95,,61-290,Poznań, 
,96,,61-290,Poznań, 
,97,,61-290,Poznań, 
,98,,61-290,Poznań, 
,99,,61-290,Poznań, 
,7,,61-245,Poznań, 
Marszałka Józefa Piłsudskiego,3,,62-028,Koziegłowy, 
Unii Lubelskiej,3,,61-249,Poznań, 
Starołęcka,42,,61-361,Poznań, 
Starołęcka,57,,61-361,Poznań, 
Starołęcka,57,,61-361,Poznań, 
Starołęcka,47,,61-361,Poznań, 
,1,,61-245,Poznań, 
,10,,61-245,Poznań, 
,121,,61-245,Poznań, 
,122,,61-245,Poznań, 
,123,,61-245,Poznań, 
,124,,61-245,Poznań, 
,125,,61-245,Poznań, 
,126,,61-245,Poznań, 
,127,,61-245,Poznań, 
,128,,61-245,Poznań, 
,129,,61-245,Poznań, 
,130,,61-245,Poznań, 
,131,,61-245,Poznań, 
,132,,61-245,Poznań, 
,133,,61-245,Poznań, 
,134,,61-245,Poznań, 
,135,,61-245,Poznań, 
,136,,61-245,Poznań, 
,137,,61-245,Poznań, 
,138,,61-245,Poznań, 
,2,,61-245,Poznań, 
,3,,61-245,Poznań, 
,4,,61-245,Poznań, 
,5,,61-245,Poznań, 
,6,,61-245,Poznań, 
,62,,61-245,Poznań, 
,63,,61-245,Poznań, 
,64,,61-245,Poznań, 
,65,,61-245,Poznań, 
,66,,61-245,Poznań, 
,67,,61-245,Poznań, 
,68,,61-245,Poznań, 
,69,,61-245,Poznań, 
,7,,61-245,Poznań, 
,70,,61-245,Poznań, 
,71,,61-245,Poznań, 
,72,,61-245,Poznań, 
,73,,61-245,Poznań, 
,74,,61-245,Poznań, 
,75,,61-245,Poznań, 
,76,,61-245,Poznań, 
,77,,61-245,Poznań, 
,78,,61-245,Poznań, 
,79,,61-245,Poznań, 
,8,,61-245,Poznań, 
,80,,61-245,Poznań, 
,81,,61-245,Poznań, 
,82,,61-245,Poznań, 
,83,,61-245,Poznań, 
,84,,61-245,Poznań, 
,85,,61-245,Poznań, 
,9,,61-245,Poznań, 
,21B,,62-028,Koziegłowy, 
Leśna,1,,62-070,Dopiewo, 
Wyzwolenia,17,,62-070,Dopiewo, 
Generała Władysława Sikorskiego,3,,62-030,Luboń, 
Garbary,128,,61-757,Poznań, 
Świętego Czesława,14,,61-575,Poznań, 
Teofila Kaczorowskiego,2,,62-020,Swarzędz, 
3 Maja,43,,62-020,Swarzędz, 
Za Cybiną,10,,61-057,Poznań, 
Sławomira,15,,61-063,Poznań, 
Sławomira,17,,61-063,Poznań, 
Za Cybiną,19,,61-057,Poznań, 
Radziwoja,39,,61-057,Poznań, 
Za Cybiną,5,,61-057,Poznań, 
Poznańska,41,,62-081,Przeźmierowo, 
Osinowa,14a,,61-451,Poznań, 
,10,,60-665,Poznań, 
,11,,60-665,Poznań, 
,12,,60-665,Poznań, 
,13,,60-665,Poznań, 
,14,,60-665,Poznań, 
,15,,60-665,Poznań, 
,16,,60-665,Poznań, 
,17,,60-665,Poznań, 
,18,,60-665,Poznań, 
,19,,60-665,Poznań, 
,20,,60-665,Poznań, 
,21,,60-665,Poznań, 
,22,,60-665,Poznań, 
,23,,60-665,Poznań, 
,24,,60-665,Poznań, 
,25,,60-665,Poznań, 
,26,,60-665,Poznań, 
,27,,60-665,Poznań, 
,28,,60-665,Poznań, 
,29,,60-665,Poznań, 
,30,,60-665,Poznań, 
,31,,60-665,Poznań, 
,32,,60-665,Poznań, 
,33,,60-665,Poznań, 
,34,,60-665,Poznań, 
,35,,60-665,Poznań, 
,36,,60-665,Poznań, 
,37,,60-665,Poznań, 
,38,,60-665,Poznań, 
,39,,60-665,Poznań, 
,40,,60-665,Poznań, 
,41,,60-665,Poznań, 
,42,,60-665,Poznań, 
,43,,60-665,Poznań, 
,44,,60-665,Poznań, 
,45,,60-665,Poznań, 
,46,,60-665,Poznań, 
,47,,60-665,Poznań, 
,48,,60-665,Poznań, 
,49,,60-665,Poznań, 
,50,,60-665,Poznań, 
,51,,60-665,Poznań, 
Łozowa,92,,61-443,Poznań, 
Jaworowa,66,,61-454,Poznań, 
Osiedle Dębina,105,,61-450,Poznań, 
Jaworowa,66,,61-454,Poznań, 
Poznańska,28C,,62-028,Koziegłowy, 
Poznańska,28A,,62-028,Koziegłowy, 
Piaskowa,16,,62-028,Koziegłowy, 
Osinowa,14/16,,61-451,Poznań, 
Ludwika Zamenhofa,133,,61-131,Poznań, 
Witosława,3a,,61-062,Poznań, 
Witosława,3b,,61-062,Poznań, 
Witosława,3c,,61-062,Poznań, 
Brzask,1,,62-090,Kiekrz, 
Błękitna,1,,62-090,Kiekrz, 
Czysta,1,,62-090,Kiekrz, 
Muzealna,1,,62-090,Kiekrz, 
Sarnia,1,,62-090,Kiekrz, 
Strumykowa,1,,62-090,Kiekrz, 
Słoneczna,1,,62-090,Kiekrz, 
Wakacyjna,1,,62-090,Kiekrz, 
Jutrzenka,10,,62-090,Kiekrz, 
Muzealna,10,,62-090,Kiekrz, 
Sarnia,10,,62-090,Kiekrz, 
Strumykowa,10,,62-090,Kiekrz, 
Wakacyjna,10,,62-090,Kiekrz, 
Willowa,10,,62-090,Kiekrz, 
Jutrzenka,11,,62-090,Kiekrz, 
Muzealna,11,,62-090,Kiekrz, 
Sarnia,11,,62-090,Kiekrz, 
Strumykowa,11,,62-090,Kiekrz, 
Słoneczna,11,,62-090,Kiekrz, 
Wakacyjna,11,,62-090,Kiekrz, 
Błękitna,12,,62-090,Kiekrz, 
Jutrzenka,12,,62-090,Kiekrz, 
Muzealna,12,,62-090,Kiekrz, 
Sarnia,12,,62-090,Kiekrz, 
Strumykowa,12,,62-090,Kiekrz, 
Słoneczna,12,,62-090,Kiekrz, 
Wakacyjna,12,,62-090,Kiekrz, 
Świt,12,,62-090,Kiekrz, 
Błękitna,13,,62-090,Kiekrz, 
Jutrzenka,13,,62-090,Kiekrz, 
Muzealna,13,,62-090,Kiekrz, 
Sarnia,13,,62-090,Kiekrz, 
Strumykowa,13,,62-090,Kiekrz, 
Słoneczna,13,,62-090,Kiekrz, 
Tęczowa,13,,62-090,Kiekrz, 
Wakacyjna,13,,62-090,Kiekrz, 
Świt,13,,62-090,Kiekrz, 
Błękitna,14,,62-090,Kiekrz, 
Jutrzenka,14,,62-090,Kiekrz, 
Muzealna,14,,62-090,Kiekrz, 
Sarnia,14,,62-090,Kiekrz, 
Strumykowa,14,,62-090,Kiekrz, 
Słoneczna,14,,62-090,Kiekrz, 
Tęczowa,14,,62-090,Kiekrz, 
Wakacyjna,14,,62-090,Kiekrz, 
Świt,14,,62-090,Kiekrz, 
Jutrzenka,15,,62-090,Kiekrz, 
Muzealna,15,,62-090,Kiekrz, 
Sarnia,15,,62-090,Kiekrz, 
Strumykowa,15,,62-090,Kiekrz, 
Słoneczna,15,,62-090,Kiekrz, 
Tęczowa,15,,62-090,Kiekrz, 
Wakacyjna,15,,62-090,Kiekrz, 
Świt,15,,62-090,Kiekrz, 
Błękitna,16,,62-090,Kiekrz, 
Jutrzenka,16,,62-090,Kiekrz, 
Muzealna,16,,62-090,Kiekrz, 
Sarnia,16,,62-090,Kiekrz, 
Strumykowa,16,,62-090,Kiekrz, 
Wakacyjna,16,,62-090,Kiekrz, 
Wiatraczna,16,,62-090,Kiekrz, 
Świt,16,,62-090,Kiekrz, 
Jutrzenka,17,,62-090,Kiekrz, 
Muzealna,17,,62-090,Kiekrz, 
Sarnia,17,,62-090,Kiekrz, 
Strumykowa,17,,62-090,Kiekrz, 
Słoneczna,17,,62-090,Kiekrz, 
Wakacyjna,17,,62-090,Kiekrz, 
Wiatraczna,17,,62-090,Kiekrz, 
Wierzbowa,17,,62-090,Kiekrz, 
Jutrzenka,18,,62-090,Kiekrz, 
Muzealna,18,,62-090,Kiekrz, 
Sarnia,18,,62-090,Kiekrz, 
Strumykowa,18,,62-090,Kiekrz, 
Wakacyjna,18,,62-090,Kiekrz, 
Wiatraczna,18,,62-090,Kiekrz, 
Świt,18,,62-090,Kiekrz, 
Błękitna,19,,62-090,Kiekrz, 
Jutrzenka,19,,62-090,Kiekrz, 
Muzealna,19,,62-090,Kiekrz, 
Sarnia,19,,62-090,Kiekrz, 
Strumykowa,19,,62-090,Kiekrz, 
Słoneczna,19,,62-090,Kiekrz, 
Wierzbowa,19,,62-090,Kiekrz, 
Brzask,2,,62-090,Kiekrz, 
Błękitna,2,,62-090,Kiekrz, 
Czysta,2,,62-090,Kiekrz, 
Sarnia,2,,62-090,Kiekrz, 
Strumykowa,2,,62-090,Kiekrz, 
Tęczowa,2,,62-090,Kiekrz, 
Wakacyjna,2,,62-090,Kiekrz, 
Willowa,2,,62-090,Kiekrz, 
Jutrzenka,20,,62-090,Kiekrz, 
Podjazdowa,20,,62-090,Kiekrz, 
Sarnia,20,,62-090,Kiekrz, 
Strumykowa,20,,62-090,Kiekrz, 
Wakacyjna,20,,62-090,Kiekrz, 
Wiatraczna,20,,62-090,Kiekrz, 
Świt,20,,62-090,Kiekrz, 
Jutrzenka,21,,62-090,Kiekrz, 
Muzealna,21,,62-090,Kiekrz, 
Sarnia,21,,62-090,Kiekrz, 
Strumykowa,21,,62-090,Kiekrz, 
Wakacyjna,21,,62-090,Kiekrz, 
Wierzbowa,21,,62-090,Kiekrz, 
Jutrzenka,22,,62-090,Kiekrz, 
Sarnia,22,,62-090,Kiekrz, 
Wakacyjna,22,,62-090,Kiekrz, 
Wiatraczna,22,,62-090,Kiekrz, 
Muzealna,23,,62-090,Kiekrz, 
Sarnia,23,,62-090,Kiekrz, 
Słoneczna,23,,62-090,Kiekrz, 
Wakacyjna,23,,62-090,Kiekrz, 
Wierzbowa,23,,62-090,Kiekrz, 
Jutrzenka,24,,62-090,Kiekrz, 
